playerId,playerName,position,team,gp,points_ratio,plusMinus_ratio,shg_ratio,faceoffPctg_ratio,blocks_ratio,hits_ratio,pim_ratio
8479718,Alex Barré-Boulet,F,TBL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477955,Jared McCann,F,SEA,79,0.46988877942747015,0.09205595135602111,0.03188108987001089,0.003136869926704168,0.23186250189059782,0.39627040855929374,0.11299445183952136
8477962,Brendan Lemieux,F,"LAK,PHI",45,0.13772631313197875,-0.03648346977477666,0.0,0.008442049940630574,0.21398063660191113,1.058996882191011,0.4113736216007283
8479772,Zack MacEwen,F,"PHI,LAK",56,0.12513057142666617,-0.10981317961361091,0.0,0.006624815634997394,0.308037236692375,0.9358151665866186,0.37348370009044424
8475690,Chris Tanev,D,CGY,65,0.1359916320887087,0.047774068658111075,0.0,0.0,0.8105045371118552,0.38935801558153993,0.15842195675687637
8475692,Mats Zuccarello,F,MIN,78,0.4699518607979505,-0.017719272795349898,0.0,0.0036039143789660605,0.3435204985608806,0.33617015496227654,0.18403539902218125
8475714,Calle Jarnkrok,F,TOR,73,0.31355288870518405,0.059873257446529146,0.012272154960198104,0.0042184208431171885,0.17718180774411832,0.36550628947790614,0.11445827810406442
8475718,Justin Holl,D,TOR,80,0.15554633887944902,0.08275087115121676,0.0,0.0,0.7457450053718755,0.7627078813949137,0.23658312674480472
8475722,Jason Zucker,F,PIT,78,0.3473235556454704,-0.024192803739876145,0.0,0.002851280668142239,0.2236578046973995,0.8714871001525895,0.2120138023917642
8475726,Tyler Toffoli,F,CGY,82,0.45957040243720004,0.09110774829605969,0.0,0.00560730106040434,0.12131023422294546,0.378516894931989,0.18234606743153892
8480008,Adam Ruzicka,F,CGY,44,0.2510509337272887,-0.01201488541091672,0.0,0.007402971096058252,0.13121086044428576,0.32945903989267566,0.11544307851020348
8480011,Klim Kostin,F,EDM,57,0.2211752513198278,0.10898819050609747,0.0,0.005555658442692274,0.17798584794028913,0.9873605060389941,0.3258720141462013
8475745,Charlie Coyle,F,BOS,82,0.32598154383020655,0.18092441508944437,0.010989010989010988,0.004149214452338113,0.4196506119907456,0.4101687089788109,0.1994929103156978
8475744,Evgeny Kuznetsov,F,WSH,81,0.3573177604416756,-0.1330406321402593,0.0,0.0039365457155830196,0.2275710181874478,0.3024855744614134,0.3372657587259657
8475750,Jon Merrill,D,MIN,73,0.11428571428571428,-0.01322038338704307,0.0,0.0,0.678709081224407,0.3685280414293145,0.2609737048764068
8475752,Tyler Pitlick,F,STL,61,0.17382169376847273,-0.008485313672377133,0.0,0.006947739207147033,0.27355623454187594,0.7645732676711215,0.1401619652936803
